Subject	Content	SA							
1	"lmao blake asked xtina \are you bringing your grammy awards to the show tomorrow\ and she said \no, there wouldn't be enough room\ lmfao!!!"	0							
1	was ready to tune in and watch my thursday night comedy on channel 4 and then the tv guide tells me \the voice\ is on...dammit.	0							
1	"incredible pass from vick to kyle williams. williams out jumps carr in the end zone, 21-0 in 2nd."	1							
1	jr got selected to the pro bowl team and the season not over yet!!!! one more game saturday than playoffs.	1							
1	damn i don't wanna get on my computer. tomorrow :( my harry feels are out of control and the outtakes video broke me	-1							
1	thursday morning freestyles. im the rap game white larry bird	0							
1	next sunday is penciled. the harveys meet the lawson-mckennas for a royal rumble.	0							
1	congratulations on you celebrating british kid singers sophia grace's and rosie's 1st anniversary of a visit of your show. how	1							
1	fucking part time fans. where were you at boro away on saturday?	-1							
1	"\harry styles is leaving one direction and going to form a two-man band with ed on the 31st of february.\ right, and i'm married to obama"	0							
1	"would you trade calvin, cj and murray for griffin, mccoy and lloyd in a keeper ppr league? also have harvin but 2nd rb lacking"	0							
1	tomorrow... i'm on the air live at 9:05 on wjct radio. then on tv taping for good morning jacksonville at 10:30. #excitingtimes	1							
1	i'm on the last 3 episodes for the 10th time. i still want to bootfuck phil & johnny sac every time they talk.	-1							
1	hey mick!  do you know what time you'll be signing in indianapolis on the 18th?	0							
1	celebrity juice is the highlight of my thursday night.. keith lemmon is hilarious hahaha	1							
1	"haha, i do to :) you should probably also know nov 24th is the kasabian gig, so that date is also taken :p"	1							
1	waiting for the highlight of my thursday night celebrity juice #nolife	1							
1	"pierce the veilrt  miss may irt  lagu demen bullet for my valentine, hbu ??"	0							
1	northern lights sale tomorrow following the wexham cup bull sale; sale of elite female holstein & jerseys! a real treat of a sale! no trick!	1							
1	"ben said bicester was full of chavs, well i'm currently sat with last years cast of jeremy kyle. uh hypocritical much?"	0							
1	bay area heads! i'll be on the piano at yoshi's san fran this sunday playing with the one n only dwight trible -	0							
1	so with bey performing at the superbowl in feb. i'm assuming new material in the coming months before hand then album after grammy's	0							
1	adam levine strikes a pose for photographers outside of the late show with david letterman on thursday (october 25) in new york city	0							
1	"may happen. if he can win wi & ia, or pa, he won't need nh & nv. just needs co, fl & va n addition t safe red states."	0							
1	still writing on christmas and new year.... still. and i'll be writing about valentine's day in december #dafuzz	0							
1	happy valentine's day is trending? ?? but... it's not even february?	-1							
1	"hi, memi! thanks for agreeing to lead at sag!  would you be available for a sun., any sun, in dec rather  than nov 4th?  i just learned  ..."	1							
1	so ready to be done with classes tomorrow and head to chapel hill to support my favorite #wuwbb ladies   &	1							
1	"this sunday, come watch the ravens take on the browns, and help support the baltimore humane society! captain..."	1							
1	oh it was a good cry. she's a blake fan & was so happy taylor didn't win for the 3rd year in a row.	1							
1	"\someone's hitman\ sure you are. you may be a hitman but dude, you just got pwned by cupid cos he hit you real hard, man."	0							
1	we better trend happy 16th birthday nick j. that'll be so confusing for him when he gets on. xd	1							
1	ac milan reportedly want miralem pjanic to join the san siro in january #footballfanatic	0							
1	\even when you've bought your 6th investment home with harry styles and sakina calls niall 'sayang' or 'abang' cause they kahwined\ omf	0							
1	my mom works with the mother of the girl that won homecoming queen at phs last friday and the company just sent out the sweetest email.	1							
1	"how badly i miss andy carroll. knowing that the derby game is tomorrow, he always played very well and scored against blue noses."	1							
1	"tickets for the france, belgium, netherlands, germany, denmark, norway, and sweden tmh tour go on sale tomorrow! good luck! :)"	1							
1	do you mean you come here or me go to you? i can only afford to go out 1 night cause i'm going to amsterdam on monday x	-1							
1	who to the bell game tomorrow though	0							
1	i'm going to georgetown tonight. 2nd annual gtown fest	0							
1	"new live sound webinar tomorrow at 10 pst with paul david hager (goo goo dolls, avril lavigne, devo) - register now at"	0							
1	#tech apple ceo apologizes for error-ridden new map app - apple ceo tim cook apologized friday for the company&#039;...	-1							
1	no problem phil.. oh hey we're all going trick or treating saturday in na and then having an arvo  if you wanna come :)	1							
1	"you should attend  champs this fri/sat/sun: top 12 roller derby teams in the world, we play indianapolis 8pm friday!!!"	1							
1	"someone should come with me to noel fielding on saturday night because noel fielding, basically #please #iwillcry"	0							
1	queen. their music just sounds so complete. as if its been around forever. freddy is the man and brian may's style is so unique.	1							
1	premier league: west ham v man city on saturday. our preview looks at the stats & has some interesting betting tips:	1							
1	"i preordered it on thursday/friday at midnight the night it came able to pre-order, love you and frankie. x"	1							
1	loving the opening debates rap game kathy crowley october 20 - bruno mars	1							
1	go boro!may the force be with you from the 1st second to the last!	1							
1	"congratulations kendall in germany it is 7 clock friday november 2, so happy b-day"	1							
1	"\ guys who have crushes, have little a little penis! \ lmfao the random shit ambrose says in 6th prd !"	1							
1	"my hormones are spiraling out of a control, i am crying over the jeremy kyle show for not the 1st or the 2nd but the 3rd time today #wut"	-1							
1	"if i had the nerve, i'd buy all joe pa cutouts @ middletown campus n go to 2nd n maclay to sneak them in  gov mansion gates..."	0							
1	well you better be dancing on the 25th! :d no but you went cray at niggas in paris. :)) i feel like death.	1							
1	kendrick perkins may have the worst goatee in all of sports.	-1							
1	"nothing is going to change between now and wednesday. if acta has went this long w/o being canned, might as well finish the season w/him."	0							
1	oct 27th // one sports lounge // monta ellis (of the milwaukee bucks) // jre riley // m.b.m. // $500 cash pr rcvkg6rz	0							
1	friday's cnet update is playing one republic : apple ceo says sorry for ios 6 map mess apple ceo tim cook has said he was \extremely sorr	-1							
1	tomorrow is going to be a fun-filled day of emailing people on how and what to do so i can come back to murray in the spring. #stressful	1							
1	sherman hemsley is on \soul train\ trying to dance and sing. he is terrible. i'm cracking up. may he r.i.p.	-1							
1	so proud of  for the huge upset against maryland. time for us to do the same tomorrow night #godeacs	1							
